"caseid","SurveyId","v000","v005","v007","v012","v021","v022","v025","v119","v121","v133","v136","v157","v158","v159","v190","v191","v212","v301","v364","v501","v503","v531","v536","v613","v714","v715","v717","v836"
"      291096  2","DR2013DHS","DR6",1864674,2013,33,2910,46,2,1,1,7,6,2,2,2,4,73035,18,3,1,2,2,16,1,4,1,12,2,3
"      291096  3","DR2013DHS","DR6",1864674,2013,15,2910,46,2,1,1,8,6,2,2,2,4,73035,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"      2915 5  1","DR2013DHS","DR6",507019,2013,37,2915,12,1,1,1,15,7,2,2,2,4,93677,24,3,1,5,1,17,1,3,1,9,2,2
"      2915 5  6","DR2013DHS","DR6",507019,2013,19,2915,12,1,1,1,11,7,0,2,2,4,93677,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      2915 5  7","DR2013DHS","DR6",507019,2013,16,2915,12,1,1,1,11,7,0,2,2,4,93677,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      291513  2","DR2013DHS","DR6",507019,2013,19,2915,12,1,1,1,4,4,0,0,2,1,-58866,16,3,4,5,1,15,1,4,0,8,9,2
"      291515  2","DR2013DHS","DR6",507019,2013,48,2915,12,1,1,1,14,7,2,2,2,4,75560,26,3,1,1,1,25,1,8,1,7,1,1
"      291515  3","DR2013DHS","DR6",507019,2013,20,2915,12,1,1,1,11,7,1,2,2,4,75560,15,3,3,5,9,14,3,2,1,12,7,3
"      291515  4","DR2013DHS","DR6",507019,2013,17,2915,12,1,1,1,12,7,2,2,2,4,75560,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      291515  5","DR2013DHS","DR6",507019,2013,16,2915,12,1,1,1,11,7,2,2,2,4,75560,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"      291519  2","DR2013DHS","DR6",507019,2013,18,2915,12,1,1,1,7,8,0,2,2,2,-10682,15,3,3,2,1,14,1,4,0,6,0,1
"      291519  3","DR2013DHS","DR6",507019,2013,22,2915,12,1,1,1,8,8,0,2,0,2,-10682,16,3,3,0,NA,14,2,2,0,NA,0,3
"      291521  2","DR2013DHS","DR6",507019,2013,33,2915,12,1,1,1,18,17,2,2,2,3,42583,25,3,3,5,1,22,3,3,0,98,1,1
"      291521  3","DR2013DHS","DR6",507019,2013,27,2915,12,1,1,1,12,17,1,1,1,3,42583,18,3,1,5,2,16,3,4,0,16,3,2
"      291521  5","DR2013DHS","DR6",507019,2013,18,2915,12,1,1,1,11,17,2,2,2,3,42583,17,3,3,0,NA,17,2,0,0,NA,0,2
"      291524  2","DR2013DHS","DR6",507019,2013,29,2915,12,1,1,0,0,6,0,0,0,1,-149812,20,3,3,2,2,16,1,3,1,7,6,2
"      291524  3","DR2013DHS","DR6",507019,2013,21,2915,12,1,1,0,8,6,0,1,0,1,-149812,NA,3,3,2,1,20,1,2,0,10,0,2
"      291527  2","DR2013DHS","DR6",507019,2013,19,2915,12,1,1,1,8,3,2,1,2,3,6506,18,3,3,2,1,97,1,3,1,12,9,1
"      291540  2","DR2013DHS","DR6",507019,2013,34,2915,12,1,1,1,15,6,2,2,2,3,19491,16,3,1,2,1,15,1,3,1,16,7,1
"      291542  2","DR2013DHS","DR6",507019,2013,31,2915,12,1,1,1,16,3,2,0,2,2,-1946,30,3,1,2,1,22,3,4,0,98,6,3
"      291553  1","DR2013DHS","DR6",507019,2013,24,2915,12,1,1,1,12,4,2,1,2,1,-111286,19,3,1,2,2,18,1,5,0,12,0,2
"      291554  1","DR2013DHS","DR6",507019,2013,41,2915,12,1,1,1,0,8,0,2,2,2,-7227,23,3,3,2,1,18,3,4,1,5,3,1
"      291554  3","DR2013DHS","DR6",507019,2013,18,2915,12,1,1,1,7,8,0,2,2,2,-7227,NA,3,3,0,NA,0,0,4,1,NA,3,NA
"      291568  2","DR2013DHS","DR6",507019,2013,33,2915,12,1,1,1,12,8,0,2,2,3,30448,14,3,1,2,1,13,1,6,1,4,3,1
"      291568  3","DR2013DHS","DR6",507019,2013,19,2915,12,1,1,1,10,8,2,2,2,3,30448,NA,3,3,0,NA,0,0,3,1,NA,3,NA
"      291573  1","DR2013DHS","DR6",507019,2013,24,2915,12,1,1,1,12,5,2,1,2,2,-24746,15,3,1,1,1,13,1,3,0,10,0,1
"      291584  1","DR2013DHS","DR6",507019,2013,30,2915,12,1,1,1,12,4,0,1,1,1,-84350,22,3,1,2,1,19,1,4,0,11,0,1
"      291589  1","DR2013DHS","DR6",507019,2013,43,2915,12,1,1,1,0,2,0,0,2,2,-29444,30,3,4,5,1,97,3,5,0,4,0,1
"      291596  2","DR2013DHS","DR6",507019,2013,40,2915,12,1,1,1,16,6,2,2,2,3,41420,22,3,1,1,1,21,1,6,1,6,1,1
"      291596  3","DR2013DHS","DR6",507019,2013,16,2915,12,1,1,1,11,6,0,2,2,3,41420,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      291597  1","DR2013DHS","DR6",507019,2013,20,2915,12,1,1,0,6,4,2,2,2,1,-154750,19,3,3,5,1,14,3,2,1,98,99,3
"      291599  2","DR2013DHS","DR6",507019,2013,39,2915,12,1,1,0,9,6,0,0,1,2,-13933,28,3,1,2,2,97,2,2,0,5,0,2
"      2919 6  2","DR2013DHS","DR6",1346236,2013,29,2919,52,1,1,1,7,4,2,0,2,2,-2056,23,3,3,1,1,20,1,1,0,12,0,1
"      291914  2","DR2013DHS","DR6",1346236,2013,21,2919,52,1,1,1,12,3,2,2,2,3,24757,NA,3,3,2,1,21,1,2,1,98,2,1
"      291914  3","DR2013DHS","DR6",1346236,2013,24,2919,52,1,7,7,12,3,2,1,2,3,24757,17,3,1,2,1,16,1,3,1,12,9,2
"      291921  1","DR2013DHS","DR6",1346236,2013,33,2919,52,1,1,1,10,4,1,2,1,1,-71777,21,3,1,5,2,17,1,2,1,98,8,5
"      291927  1","DR2013DHS","DR6",1346236,2013,46,2919,52,1,1,1,7,2,1,2,2,1,-90988,16,3,4,5,2,16,3,1,1,98,3,3
"      291929  1","DR2013DHS","DR6",1346236,2013,32,2919,52,1,1,1,12,3,1,0,2,3,30531,21,3,1,5,1,20,1,2,0,98,0,2
"      291936  2","DR2013DHS","DR6",1346236,2013,23,2919,52,1,1,1,7,6,1,2,1,3,22384,14,3,4,2,2,12,1,3,0,12,3,2
"      291936  3","DR2013DHS","DR6",1346236,2013,17,2919,52,1,1,1,8,6,2,1,2,3,22384,NA,3,3,0,NA,0,0,4,0,NA,0,NA
"      291941  1","DR2013DHS","DR6",1346236,2013,28,2919,52,1,1,1,3,6,0,1,1,2,-30771,15,3,3,1,1,97,1,4,1,5,6,2
"      291942  2","DR2013DHS","DR6",1346236,2013,26,2919,52,1,1,1,10,2,2,2,2,3,42689,NA,3,3,2,2,17,1,2,1,5,6,2
"      291944  2","DR2013DHS","DR6",1346236,2013,31,2919,52,1,1,1,3,9,2,2,2,3,13174,21,3,1,2,1,19,1,4,1,4,9,1
"      291944  8","DR2013DHS","DR6",1346236,2013,19,2919,52,1,1,1,3,9,0,0,2,3,13174,NA,0,4,0,NA,0,0,3,0,NA,0,NA
"      291946  1","DR2013DHS","DR6",1346236,2013,37,2919,52,1,1,1,12,2,2,0,2,3,19779,23,3,3,5,1,16,3,2,1,3,1,2
"      291950  2","DR2013DHS","DR6",1346236,2013,32,2919,52,1,1,1,11,5,2,2,2,4,56565,19,3,1,2,1,18,1,1,1,16,7,2
"      291951  2","DR2013DHS","DR6",1346236,2013,26,2919,52,1,1,1,14,7,2,2,2,3,24876,17,3,3,1,1,17,3,2,0,12,0,1
"      291960  2","DR2013DHS","DR6",1346236,2013,26,2919,52,1,1,0,12,4,0,2,0,2,-20575,17,3,1,2,1,16,1,3,1,4,8,1
"      291976  2","DR2013DHS","DR6",1346236,2013,48,2919,52,1,1,0,11,5,2,0,0,1,-122559,23,3,4,2,1,22,1,3,0,8,0,1
"      291977  2","DR2013DHS","DR6",1346236,2013,42,2919,52,1,1,1,8,6,2,0,2,3,17340,22,3,4,2,2,20,1,6,1,8,9,3
"      291977  4","DR2013DHS","DR6",1346236,2013,17,2919,52,1,1,1,11,6,2,2,2,3,17340,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"      291996  4","DR2013DHS","DR6",1346236,2013,33,2919,52,1,1,1,13,4,2,1,1,4,56724,20,3,3,1,2,19,1,3,1,12,2,3
"      2948 8  2","DR2013DHS","DR6",822332,2013,43,2948,44,2,1,1,2,8,0,2,2,2,-4320,18,3,1,1,2,17,1,9,1,3,6,5
"      2948 8  3","DR2013DHS","DR6",822332,2013,20,2948,44,2,1,1,8,8,2,2,2,2,-4320,15,3,3,2,2,12,1,3,0,2,0,7
"      294810  2","DR2013DHS","DR6",822332,2013,23,2948,44,2,1,0,9,3,1,0,1,1,-113554,15,3,1,2,1,14,3,2,0,9,0,2
"      294814  2","DR2013DHS","DR6",822332,2013,30,2948,44,2,1,1,5,3,0,2,0,2,-33157,22,3,1,2,1,22,1,2,0,7,0,4
"      294815  2","DR2013DHS","DR6",822332,2013,20,2948,44,2,1,0,12,3,2,2,2,1,-153814,16,3,1,2,1,15,1,2,0,8,0,1
"      294826  1","DR2013DHS","DR6",822332,2013,41,2948,44,2,1,1,4,5,0,0,1,1,-72269,16,3,4,5,1,14,3,10,1,9,9,1
"      294826  4","DR2013DHS","DR6",822332,2013,16,2948,44,2,1,1,3,5,0,1,2,1,-72269,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"      294832  2","DR2013DHS","DR6",822332,2013,32,2948,44,2,1,1,16,5,2,2,2,4,78545,15,3,1,2,1,14,1,5,1,11,1,1
"      294832  3","DR2013DHS","DR6",822332,2013,17,2948,44,2,1,1,13,5,2,2,2,4,78545,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      294840  2","DR2013DHS","DR6",822332,2013,21,2948,44,2,1,1,13,2,2,2,2,3,15849,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      294845  2","DR2013DHS","DR6",822332,2013,42,2948,44,2,1,1,14,5,2,2,2,3,28239,31,3,4,1,1,30,1,4,0,8,0,1
"      294847  2","DR2013DHS","DR6",822332,2013,24,2948,44,2,1,1,12,5,2,2,2,4,57041,19,3,1,2,1,17,1,2,1,12,8,1
"      294850  2","DR2013DHS","DR6",822332,2013,22,2948,44,2,1,1,5,3,0,2,2,2,-40976,17,3,1,2,1,16,1,3,0,12,0,1
"      294857  1","DR2013DHS","DR6",822332,2013,38,2948,44,2,1,1,5,1,0,2,2,2,-1950,13,3,3,5,2,97,3,3,1,12,98,3
"      294865  2","DR2013DHS","DR6",822332,2013,31,2948,44,2,1,1,10,3,2,2,2,2,-6357,19,3,2,2,1,18,1,3,1,8,2,1
"      294867  1","DR2013DHS","DR6",822332,2013,33,2948,44,2,1,1,3,4,1,0,2,2,-26097,16,3,4,2,2,15,3,4,0,8,6,4
"      294867  3","DR2013DHS","DR6",822332,2013,15,2948,44,2,1,1,8,4,2,2,2,2,-26097,NA,0,4,0,NA,0,0,2,0,NA,0,NA
"      294884  2","DR2013DHS","DR6",822332,2013,45,2948,44,2,1,1,8,4,2,2,2,3,35164,25,3,1,2,1,22,1,5,0,11,0,1
"      294884  3","DR2013DHS","DR6",822332,2013,20,2948,44,2,1,1,16,4,0,2,2,3,35164,NA,3,3,0,NA,0,0,3,1,NA,1,NA
"      294884  4","DR2013DHS","DR6",822332,2013,18,2948,44,2,1,1,13,4,2,2,2,3,35164,NA,3,3,0,NA,0,0,3,0,NA,9,NA
"      294886  2","DR2013DHS","DR6",822332,2013,18,2948,44,2,1,0,8,2,2,2,2,1,-115350,16,3,3,2,1,14,1,2,0,7,6,1
"      294887  2","DR2013DHS","DR6",822332,2013,29,2948,44,2,1,1,12,5,2,2,2,2,-20075,24,3,1,2,1,16,3,3,0,6,7,1
"      294893  2","DR2013DHS","DR6",822332,2013,46,2948,44,2,1,1,12,4,2,2,2,2,-40005,26,3,4,5,1,23,3,2,0,10,0,1
"      294894  2","DR2013DHS","DR6",822332,2013,40,2948,44,2,1,1,16,3,2,2,2,5,115001,37,3,2,1,1,34,1,5,1,8,1,1
"      294895  2","DR2013DHS","DR6",822332,2013,20,2948,44,2,1,1,7,5,0,0,2,4,71003,16,3,4,2,1,15,1,1,0,7,0,1
"      294895  4","DR2013DHS","DR6",822332,2013,32,2948,44,2,1,1,16,5,2,2,2,4,71003,NA,3,3,4,1,22,3,2,1,12,1,1
"      294896  2","DR2013DHS","DR6",822332,2013,20,2948,44,2,1,1,13,2,2,2,2,2,-4875,NA,3,3,2,1,14,1,2,0,8,0,3
"      2966 1  2","DR2013DHS","DR6",479047,2013,40,2966,33,2,1,1,12,4,1,0,2,5,115400,19,3,1,1,2,17,1,2,1,9,1,3
"      2966 6  2","DR2013DHS","DR6",479047,2013,48,2966,33,2,1,0,4,7,2,2,2,1,-182839,21,3,4,2,1,20,3,5,0,3,0,1
"      2966 6  4","DR2013DHS","DR6",479047,2013,19,2966,33,2,1,0,10,7,0,0,2,1,-182839,15,3,1,0,NA,13,3,0,0,NA,3,3
"      296614  2","DR2013DHS","DR6",479047,2013,44,2966,33,2,1,1,14,4,0,0,2,2,-36654,18,3,1,2,2,16,1,16,0,0,3,7
"      296615  2","DR2013DHS","DR6",479047,2013,34,2966,33,2,7,7,20,2,1,2,1,2,-13136,25,3,3,5,1,24,3,4,1,15,1,1
"      296618  1","DR2013DHS","DR6",479047,2013,45,2966,33,2,1,1,0,4,0,0,2,2,-11764,21,3,1,5,1,20,3,2,1,98,8,2
"      296618  2","DR2013DHS","DR6",479047,2013,23,2966,33,2,1,1,16,4,0,2,2,2,-11764,NA,3,3,0,NA,0,0,2,1,NA,3,NA
"      296618  3","DR2013DHS","DR6",479047,2013,21,2966,33,2,1,1,12,4,2,2,2,2,-11764,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"      296624  2","DR2013DHS","DR6",479047,2013,34,2966,33,2,1,1,14,5,0,0,2,3,37641,17,3,1,2,1,15,1,3,0,9,0,1
"      296632  2","DR2013DHS","DR6",479047,2013,17,2966,33,2,1,1,5,3,0,2,2,1,-144914,16,3,1,2,1,13,1,2,0,6,3,1
"      296642  2","DR2013DHS","DR6",479047,2013,16,2966,33,2,1,1,9,2,1,2,2,1,-78473,NA,3,1,2,1,97,1,2,0,7,9,1
"      296649  2","DR2013DHS","DR6",479047,2013,26,2966,33,2,1,1,12,2,0,2,2,3,51311,NA,3,3,0,NA,25,3,2,0,NA,0,1
"      296653  1","DR2013DHS","DR6",479047,2013,34,2966,33,2,1,0,3,3,2,2,2,2,-33388,26,3,2,2,2,25,1,2,0,2,0,5
"      296687  2","DR2013DHS","DR6",479047,2013,25,2966,33,2,1,0,6,3,0,0,2,1,-162574,14,3,4,2,2,13,1,3,1,12,6,3
"      296913  2","DR2013DHS","DR6",753153,2013,23,2969,44,2,1,1,8,4,0,2,2,3,32008,14,3,3,2,1,14,3,1,0,11,0,1
"      296915  2","DR2013DHS","DR6",753153,2013,21,2969,44,2,7,7,12,3,2,2,2,2,-48788,20,3,3,5,1,17,3,3,0,12,0,1
"      296931  3","DR2013DHS","DR6",753153,2013,33,2969,44,2,1,1,16,7,2,2,2,5,211128,17,3,1,4,2,14,1,1,0,6,8,15
"      296931  4","DR2013DHS","DR6",753153,2013,30,2969,44,2,1,1,13,7,2,2,2,5,211128,30,3,3,5,1,21,2,2,1,17,1,3
"      296937  2","DR2013DHS","DR6",753153,2013,47,2969,44,2,1,1,8,6,1,2,2,4,63884,26,3,1,1,1,25,1,3,1,5,6,1
"      296937  3","DR2013DHS","DR6",753153,2013,27,2969,44,2,1,1,12,6,2,1,2,4,63884,17,3,1,5,2,15,3,2,1,10,6,3
"      296962  1","DR2013DHS","DR6",753153,2013,39,2969,44,2,1,1,12,1,1,2,2,3,35357,17,3,1,5,2,16,3,1,0,5,0,5
"      296965  2","DR2013DHS","DR6",753153,2013,20,2969,44,2,1,1,8,3,2,2,2,3,35642,17,3,1,2,1,15,1,3,0,7,0,6
"      296967  1","DR2013DHS","DR6",753153,2013,46,2969,44,2,1,1,3,1,0,1,2,2,-6183,17,3,1,5,1,16,3,6,1,98,3,1
"      296978  2","DR2013DHS","DR6",753153,2013,41,2969,44,2,1,1,5,3,1,2,2,5,195295,20,3,1,1,1,17,1,3,1,13,3,1
"      296994  2","DR2013DHS","DR6",753153,2013,49,2969,44,2,1,1,8,4,0,2,2,3,44530,20,3,1,2,1,97,1,5,1,3,3,1
"      296995  2","DR2013DHS","DR6",753153,2013,47,2969,44,2,1,1,7,4,1,2,2,2,-219,22,3,1,2,2,15,1,3,1,3,7,3
"      296995  3","DR2013DHS","DR6",753153,2013,16,2969,44,2,1,1,10,4,1,2,2,2,-219,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"      2970 1  3","DR2013DHS","DR6",576346,2013,30,2970,54,2,7,7,6,10,1,2,2,1,-92243,14,3,1,2,2,13,1,4,0,8,0,3
"      2970 1  5","DR2013DHS","DR6",576346,2013,19,2970,54,2,1,1,7,10,0,0,2,1,-92243,NA,3,1,0,NA,14,3,2,1,NA,2,2
"      2970 1  6","DR2013DHS","DR6",576346,2013,18,2970,54,2,1,1,5,10,2,2,2,1,-92243,16,3,1,5,1,15,3,2,0,8,0,1
"      2970 1  9","DR2013DHS","DR6",576346,2013,15,2970,54,2,1,1,7,10,1,1,2,1,-92243,NA,3,3,0,NA,0,0,4,0,NA,0,NA
"      297010  2","DR2013DHS","DR6",576346,2013,26,2970,54,2,1,1,8,6,0,1,2,1,-88022,20,3,1,2,1,17,1,5,0,8,0,5
"      297011  1","DR2013DHS","DR6",576346,2013,29,2970,54,2,1,1,7,4,0,1,2,1,-102663,17,3,1,2,1,15,1,2,0,4,0,1
"      297012  2","DR2013DHS","DR6",576346,2013,45,2970,54,2,1,1,1,4,0,2,2,2,-18893,18,3,1,1,1,15,1,5,0,3,0,1
"      297013  2","DR2013DHS","DR6",576346,2013,38,2970,54,2,1,1,16,4,2,2,2,4,87174,23,3,1,2,1,19,1,2,1,3,1,1
"      297015  2","DR2013DHS","DR6",576346,2013,46,2970,54,2,1,1,5,3,0,1,2,2,-2741,19,3,1,2,1,14,1,3,0,3,0,1
"      297017  2","DR2013DHS","DR6",576346,2013,15,2970,54,2,1,1,10,2,0,0,2,1,-66923,NA,3,1,2,1,13,1,2,0,8,0,1
"      297041  1","DR2013DHS","DR6",576346,2013,42,2970,54,2,1,1,6,2,0,2,2,3,49566,22,3,1,5,2,19,1,6,1,2,2,4
"      297065  2","DR2013DHS","DR6",576346,2013,28,2970,54,2,1,1,11,4,0,1,2,2,-47844,16,3,1,2,1,15,1,2,0,6,0,1
"      297078  3","DR2013DHS","DR6",576346,2013,16,2970,54,2,1,1,11,3,1,2,2,4,72720,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      297085  1","DR2013DHS","DR6",576346,2013,29,2970,54,2,1,1,8,3,1,2,2,1,-111566,18,3,1,2,1,17,1,1,0,3,0,1
"      297090  2","DR2013DHS","DR6",576346,2013,47,2970,54,2,1,1,12,5,0,1,2,4,75409,20,3,1,2,1,18,3,4,0,16,0,1
"      2971 7  2","DR2013DHS","DR6",2733829,2013,48,2971,52,1,1,1,14,4,1,0,2,5,134751,22,3,1,2,1,97,1,2,1,6,3,1
"      2971 7  3","DR2013DHS","DR6",2733829,2013,23,2971,52,1,1,1,12,4,2,2,2,5,134751,NA,3,3,0,NA,15,3,2,0,NA,9,2
"      297110  2","DR2013DHS","DR6",2733829,2013,22,2971,52,1,1,1,14,3,2,0,2,4,104787,20,3,1,2,1,18,1,3,1,12,2,1
"      297112  2","DR2013DHS","DR6",2733829,2013,20,2971,52,1,1,1,14,2,1,0,2,4,93471,NA,3,3,1,1,20,1,3,0,15,0,1
"      297118  1","DR2013DHS","DR6",2733829,2013,40,2971,52,1,1,1,10,3,1,2,2,5,132793,23,3,3,5,2,22,3,3,1,12,7,3
"      297118  2","DR2013DHS","DR6",2733829,2013,16,2971,52,1,1,1,10,3,1,2,2,5,132793,NA,3,3,0,NA,0,0,2,1,NA,7,NA
"      297129  2","DR2013DHS","DR6",2733829,2013,48,2971,52,1,1,1,16,5,2,2,2,5,123535,14,3,1,1,2,97,3,10,1,12,1,2
"      297133  2","DR2013DHS","DR6",2733829,2013,44,2971,52,1,1,1,5,5,1,0,2,4,90384,21,3,1,2,2,18,1,3,0,8,0,3
"      297134  2","DR2013DHS","DR6",2733829,2013,48,2971,52,1,1,1,13,6,1,2,2,4,104030,26,3,1,1,1,25,1,4,1,8,3,1
"      297149  2","DR2013DHS","DR6",2733829,2013,29,2971,52,1,1,1,9,6,1,2,2,3,13342,17,3,1,2,1,15,1,4,0,8,3,2
"      297173  2","DR2013DHS","DR6",2733829,2013,44,2971,52,1,1,1,16,4,2,2,2,4,92960,27,3,1,1,1,26,1,4,1,15,7,1
"      297181  1","DR2013DHS","DR6",2733829,2013,29,2971,52,1,1,1,16,3,2,2,2,4,69405,16,3,1,5,1,15,1,3,1,12,1,3
"      297192  1","DR2013DHS","DR6",2733829,2013,46,2971,52,1,1,1,8,2,0,2,2,5,124731,15,3,1,5,2,15,3,3,1,9,1,5
"      297193  1","DR2013DHS","DR6",2733829,2013,49,2971,52,1,1,1,10,6,1,1,2,3,26448,18,3,1,5,2,17,1,4,0,98,0,5
"      297193  2","DR2013DHS","DR6",2733829,2013,17,2971,52,1,1,1,7,6,1,2,2,3,26448,15,3,1,2,1,13,1,1,0,12,7,2
"      297195  2","DR2013DHS","DR6",2733829,2013,40,2971,52,1,1,1,18,3,1,2,2,5,165342,20,3,1,1,2,17,1,4,0,14,1,2
"      297197  2","DR2013DHS","DR6",2733829,2013,33,2971,52,1,1,1,10,7,2,2,2,2,-28263,22,3,1,2,2,16,1,5,0,12,0,3
"      2972 1  2","DR2013DHS","DR6",454134,2013,28,2972,35,1,1,1,15,3,0,0,2,5,137350,22,3,1,1,1,22,1,3,0,18,0,1
"      2972 5  1","DR2013DHS","DR6",454134,2013,33,2972,35,1,1,1,15,3,0,2,2,3,44497,27,3,3,2,2,19,1,6,0,98,7,2
"      297211  1","DR2013DHS","DR6",454134,2013,48,2972,35,1,1,1,17,3,2,2,2,5,186792,15,3,4,5,2,14,3,3,1,15,1,2
"      297211  2","DR2013DHS","DR6",454134,2013,30,2972,35,1,1,1,16,3,2,0,2,5,186792,19,3,4,5,2,18,3,0,1,16,1,5
"      297218  1","DR2013DHS","DR6",454134,2013,32,2972,35,1,1,1,9,3,2,2,2,2,-11469,29,3,3,5,1,25,2,1,0,7,0,2
"      297222  2","DR2013DHS","DR6",454134,2013,40,2972,35,1,1,1,15,5,2,2,2,2,-4291,18,3,1,2,2,16,1,2,0,7,0,3
"      297235  3","DR2013DHS","DR6",454134,2013,31,2972,35,1,1,1,16,5,2,2,1,3,9062,23,3,3,1,2,19,1,2,1,16,1,3
"      297244  2","DR2013DHS","DR6",454134,2013,45,2972,35,1,1,1,10,3,0,2,2,3,49144,23,3,4,2,1,18,1,3,0,9,0,1
"      297247  2","DR2013DHS","DR6",454134,2013,23,2972,35,1,1,1,14,3,1,1,1,4,86672,19,3,1,2,1,15,1,2,0,13,0,1
"      297278  2","DR2013DHS","DR6",454134,2013,26,2972,35,1,1,0,9,3,1,0,1,2,-35108,16,3,1,2,2,15,1,4,0,3,0,4
"      297287  2","DR2013DHS","DR6",454134,2013,43,2972,35,1,1,1,8,5,2,2,2,5,166900,21,3,1,1,2,18,3,2,1,12,3,3
"      297287  3","DR2013DHS","DR6",454134,2013,20,2972,35,1,1,1,15,5,1,2,2,5,166900,16,3,4,2,2,15,3,4,0,98,8,3
"      297289  2","DR2013DHS","DR6",454134,2013,44,2972,35,1,1,1,3,5,1,2,2,2,-30262,17,3,1,2,2,97,1,6,0,9,0,4
"      297294  1","DR2013DHS","DR6",454134,2013,34,2972,35,1,1,1,7,4,2,2,2,2,-50297,19,3,1,5,2,19,3,1,1,9,6,3
"      297295  2","DR2013DHS","DR6",454134,2013,37,2972,35,1,1,1,16,4,2,2,2,3,25037,NA,3,1,1,1,36,3,2,1,16,1,1
"      297297  2","DR2013DHS","DR6",454134,2013,32,2972,35,1,1,1,6,5,1,2,2,2,-10186,18,3,1,2,2,16,1,6,0,0,0,10
"      2975 4  1","DR2013DHS","DR6",1097694,2013,33,2975,46,2,1,1,10,4,1,2,2,2,-5143,22,3,1,2,1,19,1,3,1,9,6,1
"      2975 8  3","DR2013DHS","DR6",1097694,2013,18,2975,46,2,1,0,10,3,2,2,0,1,-84025,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"      297514  1","DR2013DHS","DR6",1097694,2013,23,2975,46,2,1,0,12,1,0,1,1,1,-131323,NA,3,3,0,NA,17,3,3,1,NA,1,5
"      297528  2","DR2013DHS","DR6",1097694,2013,49,2975,46,2,1,1,1,2,0,2,0,1,-85627,18,3,1,2,2,14,1,3,0,0,0,3
"      297535  1","DR2013DHS","DR6",1097694,2013,40,2975,46,2,1,1,11,3,1,2,2,2,-20162,26,3,1,2,1,22,1,2,0,5,0,3
"      297551  3","DR2013DHS","DR6",1097694,2013,18,2975,46,2,1,1,12,4,1,1,2,1,-59880,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"      297551  4","DR2013DHS","DR6",1097694,2013,18,2975,46,2,1,1,11,4,1,2,2,1,-59880,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"      297556  2","DR2013DHS","DR6",1097694,2013,44,2975,46,2,1,1,8,6,2,2,2,2,-32771,25,3,1,2,2,18,1,4,0,10,0,3
"      297559  2","DR2013DHS","DR6",1097694,2013,48,2975,46,2,1,1,2,3,0,2,2,3,50755,19,3,1,1,1,17,1,3,0,8,0,1
"      297572  1","DR2013DHS","DR6",1097694,2013,35,2975,46,2,1,1,4,2,2,0,2,1,-101049,19,3,4,5,2,13,3,3,0,9,0,3
"      297598  2","DR2013DHS","DR6",1097694,2013,25,2975,46,2,1,0,12,3,1,2,2,1,-132931,24,3,1,2,2,15,1,2,1,12,3,2
"      2982 1  1","DR2013DHS","DR6",433921,2013,41,2982,53,2,1,1,12,5,1,2,2,1,-65875,19,3,1,2,2,17,1,2,0,8,0,1
"      2982 3  2","DR2013DHS","DR6",433921,2013,40,2982,53,2,1,1,12,3,2,1,2,2,-22516,20,3,1,1,1,19,1,3,1,12,9,1
"      2982 3  3","DR2013DHS","DR6",433921,2013,17,2982,53,2,1,1,12,3,2,2,2,2,-22516,NA,3,3,0,NA,15,1,2,0,NA,0,4
"      298214  2","DR2013DHS","DR6",433921,2013,23,2982,53,2,1,1,2,4,0,1,2,1,-159245,22,3,1,2,1,10,1,2,0,98,0,1
"      298215  1","DR2013DHS","DR6",433921,2013,40,2982,53,2,1,1,8,5,1,0,2,1,-75730,17,3,1,5,2,16,3,1,0,11,0,4
"      298215  2","DR2013DHS","DR6",433921,2013,18,2982,53,2,1,1,11,5,0,2,2,1,-75730,NA,3,1,0,NA,17,3,2,0,NA,0,2
"      298215  3","DR2013DHS","DR6",433921,2013,19,2982,53,2,1,1,12,5,2,2,2,1,-75730,18,3,3,5,1,17,3,0,0,9,2,2
"      298216  4","DR2013DHS","DR6",433921,2013,24,2982,53,2,7,7,16,14,2,2,2,4,67091,21,3,1,5,1,20,3,3,0,12,0,3
"      298216  9","DR2013DHS","DR6",433921,2013,17,2982,53,2,1,1,10,14,1,2,2,4,67091,NA,3,4,2,1,16,1,3,0,8,0,1
"      298216 11","DR2013DHS","DR6",433921,2013,22,2982,53,2,7,7,14,14,1,1,2,4,67091,18,3,2,2,2,17,1,2,0,98,0,3
"      298221  2","DR2013DHS","DR6",433921,2013,43,2982,53,2,1,1,17,5,2,2,1,4,55463,24,3,1,2,1,97,1,4,1,7,1,1
