"caseid","SurveyId","v000","v005","v007","v012","v021","v022","v025","v119","v121","v133","v136","v157","v158","v159","v190","v191","v212","v301","v364","v501","v503","v531","v536","v613","v714","v715","v717","v836"
"      288516  2","DR2013DHS","DR6",3426016,2013,33,2885,59,1,1,1,16,3,2,2,2,5,165887,30,3,1,1,1,17,1,1,1,16,3,2
"      288534  1","DR2013DHS","DR6",3426016,2013,38,2885,59,1,1,1,17,2,1,2,2,5,201392,23,3,3,5,1,20,3,2,1,16,7,12
"      288543  2","DR2013DHS","DR6",3426016,2013,40,2885,59,1,1,1,16,3,2,2,2,5,185448,19,3,4,1,2,18,1,6,1,16,1,2
"      288568  2","DR2013DHS","DR6",3426016,2013,26,2885,59,1,1,1,13,3,2,2,1,5,199950,24,3,2,2,1,21,1,3,1,19,1,2
"      288594  2","DR2013DHS","DR6",3426016,2013,41,2885,59,1,1,1,16,4,2,1,2,5,221973,29,3,3,1,1,19,1,4,1,14,1,3
"      289020  2","DR2013DHS","DR6",120807,2013,45,2890,13,2,1,1,11,3,0,2,2,3,26604,23,3,1,2,1,22,1,4,0,12,0,1
"      289023  1","DR2013DHS","DR6",120807,2013,38,2890,13,2,1,1,10,4,1,1,1,4,92516,14,3,1,5,2,13,3,3,1,11,3,3
"      289023  3","DR2013DHS","DR6",120807,2013,19,2890,13,2,1,1,8,4,1,2,2,4,92516,16,3,3,2,2,15,1,5,0,8,0,3
"      289024  2","DR2013DHS","DR6",120807,2013,26,2890,13,2,1,1,8,4,1,2,2,4,83002,14,3,1,2,2,13,1,3,0,10,3,3
"      289035  2","DR2013DHS","DR6",120807,2013,41,2890,13,2,1,1,13,6,0,2,2,4,90272,21,3,1,1,1,20,3,3,0,12,0,1
"      289035  3","DR2013DHS","DR6",120807,2013,20,2890,13,2,1,1,13,6,2,1,2,4,90272,NA,3,3,0,NA,19,3,2,0,NA,0,1
"      289035  4","DR2013DHS","DR6",120807,2013,15,2890,13,2,1,1,10,6,2,2,2,4,90272,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      289036  2","DR2013DHS","DR6",120807,2013,27,2890,13,2,1,1,6,4,1,2,1,3,39897,25,3,1,1,1,17,2,3,0,8,0,2
"      289057  2","DR2013DHS","DR6",120807,2013,38,2890,13,2,1,1,18,3,2,2,2,3,26619,23,3,1,2,1,18,1,6,1,10,1,2
"      289058  1","DR2013DHS","DR6",120807,2013,35,2890,13,2,1,1,8,3,0,0,2,2,-42842,16,3,1,5,1,14,3,4,1,12,6,1
"      289067  1","DR2013DHS","DR6",120807,2013,35,2890,13,2,1,1,8,5,2,1,1,2,3624,21,3,1,2,2,17,1,2,0,7,0,2
"      289074  2","DR2013DHS","DR6",120807,2013,42,2890,13,2,1,1,12,4,2,2,2,4,63922,23,3,1,2,1,21,1,3,1,11,1,1
"      289074  3","DR2013DHS","DR6",120807,2013,24,2890,13,2,1,1,13,4,2,2,2,4,63922,NA,3,1,0,NA,20,3,5,0,NA,0,1
"      2896 1  2","DR2013DHS","DR6",210264,2013,40,2896,17,1,1,1,3,4,0,0,2,1,-95201,17,3,1,2,2,14,1,4,0,9,0,2
"      2896 9  1","DR2013DHS","DR6",210264,2013,45,2896,17,1,1,1,12,5,2,1,2,2,-19059,15,3,1,2,2,13,3,5,1,8,9,2
"      289611  1","DR2013DHS","DR6",210264,2013,29,2896,17,1,1,0,11,5,2,0,0,1,-83071,19,3,1,2,1,18,3,2,0,5,0,1
"      289621  2","DR2013DHS","DR6",210264,2013,41,2896,17,1,1,0,6,5,2,2,2,1,-168837,19,3,1,2,2,13,1,6,1,0,9,20
"      289623  3","DR2013DHS","DR6",210264,2013,17,2896,17,1,1,1,7,5,2,1,2,3,27991,14,3,3,5,1,13,3,1,0,12,0,1
"      289638  2","DR2013DHS","DR6",210264,2013,25,2896,17,1,1,1,12,4,0,0,2,3,29311,17,3,3,2,1,14,1,4,1,12,3,1
"      289645  3","DR2013DHS","DR6",210264,2013,20,2896,17,1,1,1,11,5,1,0,2,1,-94210,NA,3,1,0,NA,18,3,1,0,NA,0,1
"      289649  1","DR2013DHS","DR6",210264,2013,47,2896,17,1,1,1,7,1,1,1,2,2,-22366,16,3,1,5,2,16,1,6,1,12,9,4
"      289654  2","DR2013DHS","DR6",210264,2013,42,2896,17,1,1,1,8,5,2,0,2,1,-82937,23,3,1,1,1,97,1,4,1,8,6,1
"      289655  2","DR2013DHS","DR6",210264,2013,25,2896,17,1,1,1,14,3,2,2,2,2,-48138,NA,3,1,2,1,22,1,2,0,9,6,1
"      289657  2","DR2013DHS","DR6",210264,2013,29,2896,17,1,1,1,17,4,0,2,2,3,15088,24,3,3,0,NA,20,3,3,1,NA,1,4
"      289659  2","DR2013DHS","DR6",210264,2013,43,2896,17,1,1,1,7,2,2,0,2,1,-126212,15,3,1,2,1,14,1,6,0,4,0,1
"      289662  1","DR2013DHS","DR6",210264,2013,28,2896,17,1,1,1,8,3,2,0,2,1,-54936,16,3,3,3,2,15,3,2,1,10,1,3
"      289670  1","DR2013DHS","DR6",210264,2013,48,2896,17,1,1,1,12,5,0,0,2,2,-9166,18,3,1,1,2,17,1,3,0,3,0,2
"      289674  2","DR2013DHS","DR6",210264,2013,49,2896,17,1,1,1,12,5,1,2,2,3,10216,23,3,1,1,1,22,1,6,1,10,1,1
"      289694  2","DR2013DHS","DR6",210264,2013,15,2896,17,1,1,1,7,4,2,2,0,1,-122875,NA,3,3,5,1,14,1,3,0,7,0,4
"      289696  2","DR2013DHS","DR6",210264,2013,40,2896,17,1,1,0,0,6,0,1,0,1,-174546,15,3,4,2,1,97,1,6,1,0,9,1
"      2897 2  2","DR2013DHS","DR6",880277,2013,19,2897,62,2,1,1,7,3,1,2,2,1,-136355,NA,3,1,5,1,13,3,3,0,98,6,5
"      289714  1","DR2013DHS","DR6",880277,2013,39,2897,62,2,0,1,4,4,2,2,2,2,-5740,16,3,1,1,1,15,1,3,1,16,7,2
"      289714  3","DR2013DHS","DR6",880277,2013,23,2897,62,2,0,1,12,4,0,0,1,2,-5740,NA,3,4,0,NA,0,0,4,1,NA,8,NA
"      289721  1","DR2013DHS","DR6",880277,2013,40,2897,62,2,1,1,5,4,1,2,2,2,-35490,21,3,1,5,1,20,3,6,0,9,0,4
"      289721  3","DR2013DHS","DR6",880277,2013,15,2897,62,2,1,1,9,4,2,2,2,2,-35490,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      289723  1","DR2013DHS","DR6",880277,2013,48,2897,62,2,1,0,1,2,0,1,2,1,-78527,12,3,1,5,2,12,3,2,1,12,7,3
"      289724  1","DR2013DHS","DR6",880277,2013,42,2897,62,2,1,1,12,4,0,2,2,2,-39354,35,3,4,1,1,34,1,3,0,4,0,1
"      289730  2","DR2013DHS","DR6",880277,2013,35,2897,62,2,1,1,2,6,0,2,2,1,-56973,21,3,1,2,2,15,3,2,1,4,6,3
"      289744  1","DR2013DHS","DR6",880277,2013,19,2897,62,2,1,1,8,3,0,0,2,1,-168225,17,3,1,2,1,13,1,2,0,98,0,1
"      289746  3","DR2013DHS","DR6",880277,2013,23,2897,62,2,1,1,7,6,1,2,2,1,-57331,NA,3,1,0,NA,18,1,3,1,NA,6,7
"      289746  6","DR2013DHS","DR6",880277,2013,20,2897,62,2,1,1,7,6,0,2,2,1,-57331,NA,3,3,5,1,16,3,4,0,12,6,2
"      289753  2","DR2013DHS","DR6",880277,2013,36,2897,62,2,1,1,5,5,2,2,2,1,-65181,15,3,1,2,2,14,1,2,1,11,8,2
"      289753  3","DR2013DHS","DR6",880277,2013,15,2897,62,2,1,1,11,5,0,2,2,1,-65181,NA,3,3,0,NA,0,0,4,0,NA,0,NA
"      289762  1","DR2013DHS","DR6",880277,2013,26,2897,62,2,1,1,10,4,1,2,2,1,-150786,20,3,3,2,2,19,3,2,0,7,0,2
"      289779  2","DR2013DHS","DR6",880277,2013,36,2897,62,2,1,1,8,5,1,2,2,2,-40508,19,3,1,2,1,19,1,3,1,7,1,1
"      289779  3","DR2013DHS","DR6",880277,2013,16,2897,62,2,1,1,8,5,1,2,2,2,-40508,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      289782  1","DR2013DHS","DR6",880277,2013,34,2897,62,2,1,1,0,4,1,2,2,1,-63773,19,3,3,2,2,18,1,3,1,8,8,4
"      289788  1","DR2013DHS","DR6",880277,2013,24,2897,62,2,1,1,5,3,0,0,2,1,-165863,14,3,3,2,2,11,1,4,0,6,0,5
"      289795  2","DR2013DHS","DR6",880277,2013,25,2897,62,2,1,1,6,3,1,2,2,2,-22582,18,3,1,2,2,5,1,3,0,6,0,3
"      2898 2  1","DR2013DHS","DR6",707344,2013,25,2898,43,1,1,1,12,2,1,2,2,4,79143,19,3,3,1,2,18,3,2,0,10,0,2
"      2898 3  2","DR2013DHS","DR6",707344,2013,29,2898,43,1,1,1,1,6,0,0,2,2,-33552,15,3,1,2,1,14,1,4,1,3,6,1
"      2898 7  2","DR2013DHS","DR6",707344,2013,24,2898,43,1,1,1,12,5,1,2,1,1,-62788,16,3,3,2,1,97,1,3,0,12,0,1
"      289834  1","DR2013DHS","DR6",707344,2013,42,2898,43,1,7,7,12,2,1,2,2,5,141691,23,3,1,1,1,19,1,6,1,18,2,1
"      289834  2","DR2013DHS","DR6",707344,2013,15,2898,43,1,7,7,9,2,1,2,1,5,141691,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"      289837  3","DR2013DHS","DR6",707344,2013,24,2898,43,1,1,1,15,5,1,2,2,5,134897,NA,3,3,0,NA,18,1,3,1,NA,1,3
"      289844  4","DR2013DHS","DR6",707344,2013,26,2898,43,1,7,7,11,6,1,1,2,2,-21278,21,3,1,2,1,18,1,2,1,11,2,1
"      289849  1","DR2013DHS","DR6",707344,2013,23,2898,43,1,1,0,8,1,0,2,0,1,-176675,17,3,1,5,2,15,1,1,1,7,7,25
"      289858  2","DR2013DHS","DR6",707344,2013,46,2898,43,1,1,1,12,8,1,1,1,4,102088,14,3,1,2,2,13,1,3,1,8,3,2
"      289858  3","DR2013DHS","DR6",707344,2013,30,2898,43,1,1,1,11,8,1,2,1,4,102088,26,3,4,5,1,19,1,2,0,16,8,3
"      289858  4","DR2013DHS","DR6",707344,2013,20,2898,43,1,7,7,8,8,2,2,2,4,102088,15,3,3,2,1,13,1,3,1,12,99,2
"      289860  4","DR2013DHS","DR6",707344,2013,20,2898,43,1,1,1,14,5,2,2,2,3,43066,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      289860  5","DR2013DHS","DR6",707344,2013,15,2898,43,1,1,1,10,5,2,2,2,3,43066,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"      289862  2","DR2013DHS","DR6",707344,2013,24,2898,43,1,1,1,14,5,0,1,1,3,33671,17,3,3,2,1,16,1,3,0,3,0,2
"      289873  1","DR2013DHS","DR6",707344,2013,26,2898,43,1,1,1,8,4,2,2,2,3,38011,17,3,1,2,1,15,1,1,1,5,6,1
"      289876  1","DR2013DHS","DR6",707344,2013,37,2898,43,1,1,1,1,4,0,0,2,1,-88472,15,3,1,2,2,97,1,4,1,10,7,4
"      289881  3","DR2013DHS","DR6",707344,2013,15,2898,43,1,1,1,10,5,1,2,2,3,21290,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"      289881  4","DR2013DHS","DR6",707344,2013,16,2898,43,1,1,1,10,5,1,2,2,3,21290,NA,3,4,0,NA,0,0,3,0,NA,0,NA
"      29  22  1","ZA2016DHS","ZA7",4233035,2016,38,29,18,1,1,0,9,1,0,0,2,2,-66264,16,3,4,0,NA,15,1,4,0,NA,0,95
"      29  56  2","ZA2016DHS","ZA7",4233035,2016,35,29,18,1,1,1,12,4,2,2,2,4,97985,17,3,1,1,1,16,1,2,1,11,1,1
"      29  79  2","ZA2016DHS","ZA7",4233035,2016,29,29,18,1,1,0,11,3,2,2,2,2,-42089,26,3,3,2,1,18,1,3,0,10,0,5
"      29 103  2","ET2016DHS","ET7",52982,2008,28,29,21,1,1,1,6,4,0,1,1,5,128288,15,3,1,1,1,15,1,98,1,5,8,1
"      29 107  5","ET2016DHS","ET7",52982,2008,18,29,21,1,1,1,10,5,0,2,2,5,167762,NA,3,3,0,NA,0,0,5,0,NA,0,NA
"      29 148  2","ET2016DHS","ET7",52982,2008,29,29,21,1,1,1,6,8,1,2,2,5,191686,15,3,3,1,1,15,1,6,0,8,3,1
"      29 148  8","ET2016DHS","ET7",52982,2008,22,29,21,1,1,1,4,8,0,0,2,5,191686,NA,0,4,0,NA,0,0,4,1,NA,3,NA
"      29 150  2","ET2016DHS","ET7",52982,2008,30,29,21,1,1,1,10,3,2,2,2,5,86545,17,3,1,1,1,15,1,4,1,7,96,1
"      29 166  1","ET2016DHS","ET7",52982,2008,30,29,21,1,1,1,0,2,0,0,2,5,103087,16,3,4,4,1,15,3,6,1,NA,8,2
"      29 166  2","ET2016DHS","ET7",52982,2008,21,29,21,1,1,1,10,2,0,2,2,5,103087,NA,3,4,0,NA,0,0,2,1,NA,3,NA
"      29 197  1","ET2016DHS","ET7",52982,2008,21,29,21,1,1,0,10,1,0,0,0,5,63978,NA,3,4,0,NA,0,0,95,1,NA,3,NA
"      29 221  3","ET2016DHS","ET7",52982,2008,17,29,21,1,1,1,8,6,1,1,1,5,51820,NA,3,3,0,NA,0,0,98,0,NA,0,NA
"      29 221  4","ET2016DHS","ET7",52982,2008,15,29,21,1,1,1,9,6,1,1,1,5,51820,NA,3,3,0,NA,0,0,4,0,NA,0,NA
"      29 255  2","ET2016DHS","ET7",52982,2008,20,29,21,1,1,1,10,3,2,1,2,5,85346,NA,3,4,1,1,20,1,4,0,6,0,1
"      29 255  3","ET2016DHS","ET7",52982,2008,21,29,21,1,1,1,7,3,1,2,2,5,85346,NA,3,4,0,NA,0,0,5,0,NA,0,NA
"      29 324  2","ET2016DHS","ET7",52982,2008,38,29,21,1,1,0,0,4,0,0,0,5,-2061,21,3,4,1,1,20,1,5,1,10,3,1
"      29 329  1","ET2016DHS","ET7",52982,2008,39,29,21,1,1,1,15,1,1,2,2,5,187500,21,3,4,1,1,17,3,2,1,13,1,1
"      29 334  2","ET2016DHS","ET7",52982,2008,32,29,21,1,1,1,15,3,0,2,2,5,187238,NA,3,3,0,NA,19,3,2,0,NA,0,1
"      29 360  1","ET2016DHS","ET7",52982,2008,24,29,21,1,1,1,16,3,1,1,1,5,152786,15,3,4,1,1,14,3,3,1,16,2,1
"      29 378  1","ET2016DHS","ET7",52982,2008,35,29,21,1,1,1,7,2,0,0,2,5,101901,NA,3,4,1,1,15,3,4,0,12,0,1
"      29 382  1","ET2016DHS","ET7",52982,2008,23,29,21,1,1,1,8,4,0,2,2,5,114612,22,3,1,1,2,15,1,4,0,0,0,2
"      29 392  1","ET2016DHS","ET7",52982,2008,26,29,21,1,1,1,6,3,0,0,2,5,136489,25,3,1,1,1,20,1,2,0,5,0,1
"      2900 2  1","DR2013DHS","DR6",568374,2013,21,2900,21,1,1,0,7,3,1,0,1,1,-81116,18,3,3,5,2,18,3,2,0,0,9,3
"      290010  1","DR2013DHS","DR6",568374,2013,45,2900,21,1,1,1,12,2,0,0,2,2,-29975,23,3,4,0,NA,22,3,4,1,NA,8,3
"      290015  1","DR2013DHS","DR6",568374,2013,29,2900,21,1,1,1,12,3,0,2,2,1,-72241,17,3,1,2,2,16,1,2,1,9,8,4
"      290020  2","DR2013DHS","DR6",568374,2013,17,2900,21,1,1,1,7,4,1,1,2,1,-70765,15,3,1,2,1,15,1,2,0,98,0,1
"      290025  1","DR2013DHS","DR6",568374,2013,23,2900,21,1,1,1,12,4,0,2,2,2,-22646,19,3,1,2,1,11,1,2,1,10,9,1
"      290025  4","DR2013DHS","DR6",568374,2013,20,2900,21,1,7,7,11,4,2,2,2,2,-22646,NA,3,3,0,NA,0,0,3,1,NA,9,NA
"      290042  2","DR2013DHS","DR6",568374,2013,38,2900,21,1,1,1,11,2,0,2,2,1,-96759,18,3,1,1,2,16,1,6,0,7,0,3
"      290048  1","DR2013DHS","DR6",568374,2013,36,2900,21,1,1,1,7,3,2,2,2,4,90539,NA,3,4,2,1,18,1,3,1,7,7,1
"      290049  2","DR2013DHS","DR6",568374,2013,37,2900,21,1,1,1,1,5,0,0,0,1,-67117,18,3,1,2,2,12,1,5,1,0,9,6
"      290060  1","DR2013DHS","DR6",568374,2013,24,2900,21,1,1,1,13,2,2,2,2,3,9170,NA,3,3,2,1,22,3,2,0,9,7,1
"      290062  2","DR2013DHS","DR6",568374,2013,27,2900,21,1,1,0,9,5,0,0,2,1,-110822,17,3,3,2,1,16,1,5,0,98,0,3
"      290064  1","DR2013DHS","DR6",568374,2013,24,2900,21,1,1,1,15,1,2,1,2,4,57800,NA,3,3,0,NA,19,3,3,1,NA,2,1
"      290068  1","DR2013DHS","DR6",568374,2013,46,2900,21,1,1,1,6,3,1,1,2,5,125306,16,3,1,1,2,14,1,5,0,4,0,3
"      290070  1","DR2013DHS","DR6",568374,2013,30,2900,21,1,1,1,10,6,1,2,2,3,39385,23,3,3,5,1,22,3,2,1,8,8,3
"      290070  2","DR2013DHS","DR6",568374,2013,29,2900,21,1,1,1,10,6,0,0,2,3,39385,21,3,3,2,2,20,1,3,0,12,0,2
"      290072  2","DR2013DHS","DR6",568374,2013,17,2900,21,1,1,0,7,2,2,0,2,1,-95086,NA,3,3,2,1,13,1,3,0,8,0,3
"      290078  1","DR2013DHS","DR6",568374,2013,22,2900,21,1,1,1,10,6,0,0,2,1,-119615,19,3,1,5,1,17,3,3,1,8,4,3
"      290082  2","DR2013DHS","DR6",568374,2013,38,2900,21,1,1,1,5,4,0,2,2,1,-97475,23,3,1,2,1,18,1,3,0,8,0,2
"      290084  2","DR2013DHS","DR6",568374,2013,23,2900,21,1,1,1,1,5,0,2,2,2,1775,15,3,1,2,1,14,1,4,1,98,3,1
"      290085  2","DR2013DHS","DR6",568374,2013,48,2900,21,1,1,1,6,7,0,1,2,3,7380,18,3,1,2,1,15,3,3,0,4,0,1
"      290085  7","DR2013DHS","DR6",568374,2013,18,2900,21,1,1,1,7,7,1,2,2,3,7380,NA,3,3,2,1,16,1,4,1,8,9,1
"      290093  1","DR2013DHS","DR6",568374,2013,21,2900,21,1,1,1,12,1,1,0,2,2,-46945,NA,3,1,5,1,18,1,3,0,98,0,3
"      290098  1","DR2013DHS","DR6",568374,2013,16,2900,21,1,1,1,0,2,0,1,2,1,-150933,NA,3,4,2,1,16,1,3,0,98,0,1
"      2901 6  2","DR2013DHS","DR6",6287246,2013,28,2901,6,2,1,1,16,3,2,2,2,5,169481,NA,3,1,2,1,14,1,3,1,16,1,5
"      2901 6  3","DR2013DHS","DR6",6287246,2013,22,2901,6,2,7,7,18,3,1,2,2,5,169481,NA,3,2,0,NA,18,1,3,1,NA,1,1
"      290111  1","DR2013DHS","DR6",6287246,2013,35,2901,6,2,1,1,16,3,2,2,2,5,136220,33,3,1,1,1,24,3,1,0,16,0,1
"      290114  2","DR2013DHS","DR6",6287246,2013,42,2901,6,2,1,1,10,6,1,1,2,5,171135,17,3,1,1,1,16,1,3,0,10,0,1
"      290114  3","DR2013DHS","DR6",6287246,2013,25,2901,6,2,1,1,17,6,2,2,1,5,171135,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      290117  5","DR2013DHS","DR6",6287246,2013,19,2901,6,2,1,1,14,5,1,2,2,5,167080,NA,3,4,0,NA,0,0,1,0,NA,0,NA
"      290143  1","DR2013DHS","DR6",6287246,2013,44,2901,6,2,1,1,8,2,0,1,2,5,152671,19,3,4,2,1,18,1,2,0,8,0,1
"      290147  1","DR2013DHS","DR6",6287246,2013,48,2901,6,2,1,1,20,2,2,2,2,5,182428,NA,3,4,1,2,24,1,5,1,20,1,3
"      290148  2","DR2013DHS","DR6",6287246,2013,32,2901,6,2,1,1,17,3,2,2,2,5,120899,26,3,3,1,1,22,1,2,1,15,1,1
"      290154  2","DR2013DHS","DR6",6287246,2013,28,2901,6,2,1,1,16,5,2,1,1,5,148690,21,3,1,1,1,16,3,2,1,12,1,4
"      290177  2","DR2013DHS","DR6",6287246,2013,42,2901,6,2,1,1,7,3,1,0,2,5,210875,16,3,1,2,2,14,1,3,0,8,0,3
"      290188  1","DR2013DHS","DR6",6287246,2013,33,2901,6,2,1,1,16,4,2,1,2,5,197566,15,3,1,2,2,12,1,2,1,14,1,2
"      290188  2","DR2013DHS","DR6",6287246,2013,17,2901,6,2,1,1,12,4,2,1,0,5,197566,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      290195  2","DR2013DHS","DR6",6287246,2013,39,2901,6,2,1,1,12,3,2,2,2,3,43346,NA,3,4,5,1,19,3,4,1,16,7,1
"      2904 3  1","DR2013DHS","DR6",340006,2013,23,2904,8,1,1,1,10,6,1,2,1,3,49003,16,3,1,5,1,13,1,3,0,9,0,4
"      2904 3  2","DR2013DHS","DR6",340006,2013,18,2904,8,1,1,1,11,6,1,1,0,3,49003,17,3,1,5,1,14,3,1,0,7,0,2
"      290416  2","DR2013DHS","DR6",340006,2013,35,2904,8,1,1,1,11,5,2,2,2,4,77322,17,3,4,1,1,17,1,2,0,3,0,1
"      290428  5","DR2013DHS","DR6",340006,2013,18,2904,8,1,1,1,10,6,0,1,2,3,27317,17,3,1,2,1,16,1,2,0,8,0,1
"      290434  2","DR2013DHS","DR6",340006,2013,33,2904,8,1,1,1,3,4,2,2,2,3,51958,14,3,1,2,1,12,1,0,1,3,7,1
"      290434  3","DR2013DHS","DR6",340006,2013,15,2904,8,1,1,1,11,4,0,2,2,3,51958,NA,3,4,0,NA,0,0,2,0,NA,0,NA
"      290434  4","DR2013DHS","DR6",340006,2013,18,2904,8,1,1,1,16,4,2,2,2,3,51958,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      290437  1","DR2013DHS","DR6",340006,2013,48,2904,8,1,1,1,8,2,2,2,2,4,70904,14,3,4,5,1,13,3,1,1,4,1,1
"      290439  1","DR2013DHS","DR6",340006,2013,35,2904,8,1,1,1,6,6,1,2,2,4,67908,15,3,1,5,2,15,1,4,0,8,0,4
"      290439  2","DR2013DHS","DR6",340006,2013,19,2904,8,1,1,1,8,6,2,2,2,4,67908,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"      290441  2","DR2013DHS","DR6",340006,2013,21,2904,8,1,1,0,8,3,1,1,2,1,-152177,18,3,3,5,1,17,1,3,0,10,0,1
"      290444  5","DR2013DHS","DR6",340006,2013,30,2904,8,1,1,1,16,5,2,2,2,5,112817,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"      290453  2","DR2013DHS","DR6",340006,2013,26,2904,8,1,1,1,7,5,1,1,2,2,-44943,12,3,1,2,1,12,1,1,0,8,0,1
"      290458  2","DR2013DHS","DR6",340006,2013,24,2904,8,1,1,1,5,5,0,2,2,1,-99989,19,3,3,2,2,16,1,3,0,8,0,2
"      290458  3","DR2013DHS","DR6",340006,2013,18,2904,8,1,1,1,3,5,0,2,2,1,-99989,NA,3,3,0,NA,0,0,4,0,NA,0,NA
"      290460  2","DR2013DHS","DR6",340006,2013,32,2904,8,1,1,1,16,4,2,2,2,3,13146,23,3,1,2,1,18,1,2,1,9,3,1
"      290467  3","DR2013DHS","DR6",340006,2013,38,2904,8,1,1,1,9,5,2,2,2,2,-1522,21,3,4,5,1,19,3,2,0,16,9,3
"      290467  4","DR2013DHS","DR6",340006,2013,16,2904,8,1,1,1,10,5,1,2,2,2,-1522,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"      290477  2","DR2013DHS","DR6",340006,2013,32,2904,8,1,1,1,7,3,2,2,2,2,-24951,19,3,1,2,2,18,1,1,1,12,6,2
"      290486  2","DR2013DHS","DR6",340006,2013,44,2904,8,1,1,1,16,7,2,2,0,5,144074,28,3,1,1,1,27,1,3,1,15,1,1
"      290486  3","DR2013DHS","DR6",340006,2013,15,2904,8,1,1,1,10,7,1,1,0,5,144074,NA,3,3,0,NA,0,0,2,0,NA,0,NA
"      290489  3","DR2013DHS","DR6",340006,2013,24,2904,8,1,1,1,12,8,2,2,2,4,74322,NA,3,1,0,NA,17,3,1,1,NA,7,4
"      290489  4","DR2013DHS","DR6",340006,2013,21,2904,8,1,1,1,12,8,1,2,2,4,74322,NA,3,4,0,NA,19,3,0,1,NA,6,2
"      290489  6","DR2013DHS","DR6",340006,2013,33,2904,8,1,1,1,13,8,2,2,2,4,74322,23,3,1,2,2,16,1,10,1,12,9,2
"      2910 2  2","DR2013DHS","DR6",1864674,2013,37,2910,46,2,1,1,8,7,2,2,2,4,58005,17,3,3,2,1,16,1,0,0,9,0,2
"      2910 2  3","DR2013DHS","DR6",1864674,2013,18,2910,46,2,1,1,12,7,2,2,2,4,58005,NA,3,3,0,NA,0,0,4,1,NA,7,NA
"      291018  2","DR2013DHS","DR6",1864674,2013,33,2910,46,2,1,1,7,7,2,2,2,3,40245,14,3,1,2,2,13,1,3,0,12,0,3
"      291018  6","DR2013DHS","DR6",1864674,2013,19,2910,46,2,1,1,8,7,2,2,2,3,40245,19,3,1,2,1,15,2,2,0,8,0,1
"      291024  2","DR2013DHS","DR6",1864674,2013,39,2910,46,2,1,1,12,3,2,2,2,5,204042,18,3,1,2,1,18,1,2,0,6,0,1
"      291033  2","DR2013DHS","DR6",1864674,2013,24,2910,46,2,1,1,7,7,1,2,2,3,14367,14,3,1,5,2,13,2,5,1,16,7,7
"      291038  2","DR2013DHS","DR6",1864674,2013,38,2910,46,2,1,1,8,5,1,2,2,2,-26402,22,3,1,2,1,18,1,3,0,6,0,1
"      291041  2","DR2013DHS","DR6",1864674,2013,29,2910,46,2,1,0,7,6,0,1,1,2,-28256,14,3,1,2,2,11,1,5,0,12,0,2
"      291041  3","DR2013DHS","DR6",1864674,2013,15,2910,46,2,1,0,8,6,2,2,2,2,-28256,NA,3,4,0,NA,15,1,2,0,NA,0,1
"      291047  2","DR2013DHS","DR6",1864674,2013,23,2910,46,2,1,1,13,3,2,2,2,4,56520,21,3,1,1,1,19,1,3,0,12,0,1
"      291055  2","DR2013DHS","DR6",1864674,2013,24,2910,46,2,1,1,8,4,1,2,2,4,83862,14,3,1,3,2,13,3,3,1,12,99,5
"      291059  3","DR2013DHS","DR6",1864674,2013,27,2910,46,2,1,1,13,6,2,2,2,5,171407,22,3,1,0,NA,21,1,2,1,NA,2,4
"      291067  2","DR2013DHS","DR6",1864674,2013,32,2910,46,2,1,1,9,2,2,2,2,4,57604,18,3,1,2,2,97,1,3,1,8,7,10
"      291068  2","DR2013DHS","DR6",1864674,2013,49,2910,46,2,1,1,9,5,2,2,1,3,18926,21,3,4,1,1,17,1,5,1,9,7,1
"      291068  3","DR2013DHS","DR6",1864674,2013,26,2910,46,2,1,1,14,5,1,0,2,3,18926,NA,3,3,0,NA,0,0,2,1,NA,2,NA
"      291071  1","DR2013DHS","DR6",1864674,2013,49,2910,46,2,1,1,12,1,2,2,2,4,57564,23,3,4,4,2,20,3,3,1,6,3,3
"      291072  1","DR2013DHS","DR6",1864674,2013,41,2910,46,2,1,1,7,2,0,2,2,2,-10020,14,3,1,2,2,12,1,4,0,7,0,3
"      291084  2","DR2013DHS","DR6",1864674,2013,33,2910,46,2,1,1,12,7,2,2,2,5,156677,15,3,1,2,2,14,1,6,1,8,2,2
"      291084  3","DR2013DHS","DR6",1864674,2013,15,2910,46,2,1,1,9,7,2,2,2,5,156677,NA,3,3,0,NA,0,0,3,0,NA,0,NA
"      291094  1","DR2013DHS","DR6",1864674,2013,47,2910,46,2,1,1,8,4,0,2,2,4,93934,22,3,1,3,1,19,3,3,0,12,0,1
"      291094  4","DR2013DHS","DR6",1864674,2013,23,2910,46,2,1,1,12,4,2,2,1,4,93934,NA,3,3,0,NA,0,0,3,0,NA,0,NA
